region,location,street_address,num_of_rooms,size,fee,final_price,initial_price,year_built
Stockholm,Vasastan,Surbrunnsgatan 15,2,53 ,2538,5100000,4500000,1896
Stockholm,Bromma,Kratsbodavägen 46C,3,76 ,3825,4800000,4800000,2018
Stockholm,Vasastan,Torsplan 8,2,60 ,3704,6425000,6425000,2019
Solna,Huvudsta,Lundagatan 1B,3,80 ,4738,4830000,4195000,2008
Stockholm,Vasastan,"Sveavägen 95, 2tr",2,44.5 ,2006,3800000,3395000,1926
Stockholm,Kista,"Sorögatan 13, 1 tr",2,45 ,2728,1870000,1595000,1978
Stockholm,Akalla,"Helsingforsgatan 23, 2 tr",1,39 ,2701,1600000,1095000,1976
Nacka,SaltsjöbadenNeglinge,Freyvägen 2C,1.5,43.5 ,2611,1780000,1675000,1961
Nacka,Finntorp,Finntorpsvägen 8 våning 5,2,58 ,3065,2925000,2850000,1951
Stockholm,Spånga,"Stadingeplan 7, 2 tr ",4,109 ,6535,1695000,1695000,1968
Stockholm,Vasastan,Torsgatan 33,3,78 ,3622,6350000,5995000,1927
Stockholm,Vasastan,Rådmansgatan 35,3,72 ,2287,6400000,5995000,1890
Stockholm,Kungsholmen,Essingestråket 21,2,38 ,1596,2850000,2595000,1938
Sundbyberg,Hallonbergen,Hallonbergsplan 6,2,58 ,2331,2450000,2195000,1972
Stockholm,Bromma,Holbergsgatan 121,3,69 ,4322,3100000,2790000,1952
Stockholm,Kungsholmen,Sankt Göransgatan 153,3,65 ,3090,4350000,3495000,1950
Stockholm,Södermalm,Wollmar Yxkullsgatan 52 A,2,50 ,2611,4750000,3995000,1935
Stockholm,Vasastan,Surbrunnsgatan 26,2,44 ,1541,4200000,3995000,1906
Stockholm,HammarbySjöstad,"Hammarby Allé 7, 9 tr",3,83 ,4469,6725000,6000000,2014
Sundbyberg,Järvastaden,"Vinthundsgatan 113, 2tr",3,62 ,3186,3345000,3095000,2012
Stockholm,Gamla Stan,"Timmermansgatan 37, 4 tr",1,32 ,1772,2700000,2350000,1935
Sundbyberg,Rissne,Mjölnerbacken 32,3,77 ,3972,2600000,2395000,1985
Stockholm,Kungsholmen,Essinge Brogata 15,2,52 ,2596,3375000,2895000,1939
Stockholm,Södermalm,Heleneborgsgatan 27,2,64 ,3295,6250000,5495000,1914
Stockholm,Kungsholmen,Kungsklippan 14,1,30 ,2424,2950000,2295000,1934
Stockholm,Vasastan,"Västmannagatan 79 A, 1 tr ö.g",2,55 ,1905,5220000,4850000,1903
Stockholm,Abrahamsberg,"Arkitektvägen 67, vån 2",3,74 ,4720,5060000,4195000,1938
Stockholm,Gullmarsplan,"Grafikvägen 22, 1 tr",1,21 ,1089,2150000,1795000,1946
Stockholm,Älvsjö,Johan Skyttes väg 394,2,59 ,4036,2800000,2800000,2013
Solna,Råsunda,"Östervägen 15, 3tr",1,36 ,2052,2425000,2395000,1938
Nacka,Sickla,"Atlasvägen 19, vån 3/3",1,45 ,2569,2725000,1995000,1960
Stockholm,Östermalm,Grevgatan 53,3,71 ,1378,7950000,6795000,1939
Stockholm,Vasastan,"Birger Jarlsgatan 104A, 2 tr",2,42 ,3058,4050000,3495000,1928
Stockholm,Gärdet,Furusundsgatan 18,1,26 ,1190,2800000,2395000,1939
Stockholm,Södermalm,"Bergsunds Strand 15, 5tr",2,42 ,1899,4650000,3595000,1939
Solna,SolnaHuvudsta,Jungfrudansen 13,2,65 ,3645,3000000,2495000,1973
Stockholm,Aspudden,"Husabyvägen 15, 1tr",2,45 ,2551,3180000,2495000,1945
Stockholm,Björkhagen,Båstadsvägen 7,3,72 ,3629,4800000,3795000,1949
Solna,Råsunda,"S:t Ansgars väg 10A, 5/5 tr",2,32 ,2189,2580000,2295000,1940
Solna,Råsunda,"Näckrosvägen 43, 3tr",2,50 ,2957,3250000,2895000,1945
Stockholm,Björkhagen,Ronnebyvägen 14,2,53 ,3204,3150000,2700000,1948
Sollentuna,Edsängen,Frestavägen 26,2.5,69 ,3995,2450000,2495000,2017
Stockholm,Kista,"Sorögatan 3, BV",3,83.5 ,4512,2300000,2300000,1978
Stockholm,Sätra,Gransätragränd 16,3,89.5 ,4846,2435000,2395000,1965
Stockholm,Traneberg,Käglestigen 4,2,53 ,3835,2950000,2950000,1939
Solna,Råsunda,Greta Garbos väg 21 B,3,86 ,5969,4950000,4650000,2006
Stockholm,HammarbySjöstad,"Hammarby allé 53b, 3tr",3,77 ,4222,6125000,5495000,2014
Solna,Huvudsta,"Lundagatan 1B, 3 tr",3,80.5 ,4704,4450000,3895000,2008
Stockholm,Östermalm,Linnégatan 63,2,62 ,2263,7200000,5995000,1885
Stockholm,Mälarhöjden,Edsbergsgränd 8,1,25 ,1207,1895000,1895000,1942
Stockholm,Akalla,Borgågatan 14,4,92 ,6034,2650000,2595000,1976
Stockholm,Stockholm,"Sonja Kovalevskys Gata 8, 4tr",3,65 ,3350,5630000,5600000,2018
Stockholm,Hammarbyhöjden,Boråsvägen 20,2,45 ,2026,3100000,2495000,1939
Stockholm,Hammarbyhöjden,Boråsvägen 20,2,45 ,2026,3100000,2495000,1939
Stockholm,Sofia,Katarina bangata 61,2,38 ,2251,3500000,2795000,1933
Stockholm,Bromma,Alviksvägen 53 B,2,66 ,2837,5150000,4495000,1924
Stockholm,Vasastan,"Holländargatan 9A, 4tr",3,71 ,3984,7200000,6495000,1939
Stockholm,Kungsholmen,"Pontonjärgatan 45 A, 3 tr",1.5,32 ,1935,3550000,2795000,1939
Stockholm,Södermalm,Alsnögatan 18,4,105.8 ,5986,7400000,7400000,2000
Stockholm,HammarbySjöstad,"Fartygsgatan 6, 2 tr",2,55.5 ,3733,3670000,3700000,2007
Stockholm,Östermalm,"Sandelsgatan 23 B, 3 tr",4,99 ,4293,9350000,8350000,1951
Stockholm,Kungsholmen,"Kungsholms Strand 107, 1 tr",2,43 ,3242,3400000,3250000,1997
Stockholm,Vasastan,Norrbackagatan 26,2,66 ,3242,6000000,5495000,1926
Stockholm,Södermalm,"Bohusgatan 27A, 2 tr",1,34 ,1947,2880000,2595000,1926
Sundbyberg,Hallonbergen,Lötsjövägen 37,4,95 ,4287,3100000,2495000,1969
Stockholm,Aspudden,Styrbjörnsvägen 28,2,52 ,2809,3200000,2795000,1948
Nacka,Nacka,"Barnhemsvägen 6, 1 tr",3,73 ,4131,3000000,2895000,1948
Nacka,Sickla,"Sickla allé 13, 11tr",1,38 ,2246,2800000,2695000,1948
Stockholm,Vasastan,"Birkagatan 21B, 3tr",1,34 ,1239,3600000,2995000,1905
Nacka,Saltsjöbaden,Torggatan 4B,1,44 ,2922,1700000,1495000,1905
Stockholm,Skarpnäck,Pilotgatan 11,4,101.5 ,5944,3340000,2895000,1905
Nacka,Kvarnholmen,Mjölnarvägen 24,3,88.5 ,4510,5800000,5800000,1898
Stockholm,Högalid,"Bergsundsgatan 23, 3 tr",2.5,60 ,2923,5350000,4550000,1931
Sundbyberg,LillaAlby,"Trädgårdsgatan 21, 5tr",1,27 ,1583,2100000,1995000,1931
Stockholm,Östermalm,Melodislingan 30,2,49 ,4117,5375000,5395000,2019
Stockholm,Årsta,Sköntorpsvägen 4,2,61 ,3312,3010000,2495000,1947
Stockholm,Enskededalen,Talmansgränd 3,2,69 ,4215,3600000,2995000,1930
Stockholm,Midsommarkransen,Responsgatan 12,1.5,46 ,2883,2770000,2790000,2019
Solna,Råsunda,Solnavägen 55,4,108 ,3797,6000000,5795000,1938
Stockholm,Bromma,"Tappvägen 30, 4 tr.",3,85 ,4373,4400000,4400000,2011
Stockholm,Skärholmen,Falkholmsgränd 37,2,68 ,4667,1900000,1495000,1967
Stockholm,Akalla,Helsingforsgatan 25,3,74 ,4582,2300000,1995000,1975
Stockholm,Spånga,"Sotingeplan 12, 1tr",3,75 ,4407,1840000,1795000,1969
Stockholm,Bromma,Gubbkärrsvägen 29T 4tr,1,38 ,2512,2420000,1825000,1950
Stockholm,Vasastan,Frejgatan 37,3,72 ,3682,5800000,5495000,1980
Stockholm,Hammarbyhöjden,"Mariestadsvägen 5, 2 tr",2,47.5 ,3985,3050000,2650000,1942
Stockholm,Bromma,"Pippi Långstrumps Gata 46, vån 5/5",2.5,66 ,3824,3450000,3095000,2011
Stockholm,Vasastan,Rörstrandsgatan 48,2,49 ,2681,6995000,6995000,1908
Stockholm,Abrahamsberg,Arkitektvägen 73,3,66 ,4008,4175000,3495000,1938
Stockholm,Kista,"Borgarfjordsgatan 21 B, våning 4",4,106 ,5671,3510000,3590000,2015
Solna,Råsunda,"Råsundavägen 178, VÅN 3, 4-1303",2,50 ,2792,3200000,3200000,2019
Nacka,Saltsjö,Tollare Ängsväg 26,1,40 ,2761,2250000,1995000,2018
Stockholm,Årsta,Årstavägen 9,4,97 ,5511,5275000,4575000,2016
Stockholm,Östermalm,Breitenfeldsgatan 8,2,58 ,2313,6050000,5495000,1923
Sundbyberg,Rissne,Rissneleden 159,2,47.5 ,2747,2095000,2095000,2018
Sundbyberg,Ursvik,Oxenstiernas allé 19,3,64 ,3694,3050000,3150000,2014
Stockholm,Vasastan,"Dalagatan 43, 3 tr",2,58 ,2573,5600000,5195000,1913
Stockholm,Akalla,"Sibeliusgången 26, 2tr",1,49 ,2116,1700000,1695000,1975
Stockholm,Bromma,Björkbacksvägen 45,3,72.5 ,4091,4050000,3195000,1918
Stockholm,ÄlvsjöHagsätra,Axbergsgränd 19,1,36 ,2128,1600000,1450000,1957
Sundbyberg,Rissne,"Kavallerivägen 20B, 5tr",3,80 ,4474,2575000,2600000,1980
Stockholm,Stockholm,"Lorensbergsgatan 3A, 4 tr",3,73 ,3238,7000000,5795000,1927
Stockholm,Vasastan,"Rörstrandsgatan 4, 2tr",4,105 ,1361,11000000,9950000,1914
Solna,VästraSkogen,"Wiboms Väg 17, vån 3",3,86.5 ,4292,4200000,3995000,1966
Stockholm,Kungsholmen,"Kungsholms Strand 185, 7tr",3.5,103 ,3353,10400000,8995000,1929
Stockholm,Kungsholmen,"John Ericssonsgatan 18, 1tr",2,66 ,3277,4700000,4495000,1935
Stockholm,Kungsholmen,Sysslomansgatan 11,1,28 ,1981,2825000,2495000,1939
Stockholm,Kungsholmen,Arbetargatan 30,4,89 ,4073,8075000,7950000,1883
Stockholm,Stockholm,Mariagränd 1,3,77 ,1412,8150000,6250000,1883
Stockholm,NorraDjurgårdsstaden,"Storängsgatan 3, 7 tr av 7 tr! ",4,89.5 ,5296,8150000,7750000,2015
Stockholm,Vasastan,Surbrunnsgatan 15,1.5,40 ,2001,3900000,3495000,1896
Stockholm,Vasastan,Västmannagatan 101,2,57 ,2864,5400000,4250000,1924
Solna,CentralaSolna,Klippgatan 16A,1,46 ,2505,2500000,2500000,1924
Stockholm,Kärrtorp,Vikstensvägen 25,3,69 ,4370,3900000,3450000,1950
Stockholm,Bromma,"Krakel Spektakels Gata 3, 2tr",3,81.5 ,4068,3950000,3495000,2010
Stockholm,Södermalm,Ölandsgatan 44,2,39 ,2204,3500000,2950000,1928
Nacka,Finnberget,Finnbergsvägen 10,3,71 ,3787,3625000,3650000,1948
Nacka,Saltängen,Beckasinvägen 37,2,53 ,3216,2450000,2250000,1955
Stockholm,Kista,"Sibeliusgången 50, 4tr",3,80.9 ,4777,1850000,1695000,1955
Stockholm,Vasastan,Torsgatan 69 1tr,1,37 ,1783,3100000,3125000,1926
Stockholm,ÄlvsjöCentrum,"Prästgårdsgränd 13,1tr",2,63 ,3091,2800000,2495000,1985
Stockholm,Vällingby,"Abiskovägen 6, vån 3",3,70 ,3557,2725000,2495000,1985
Stockholm,HammarbySjöstad,Jan Inghes Torg 16,2,75 ,2566,4772500,4695000,2010
Stockholm,Kungsholmen,Wivalliusgatan 21,5,117 ,6076,9400000,8650000,1961
Stockholm,Vasastan,"Tre Liljor 5, 3tr",2,49 ,2288,4500000,3995000,1926
Stockholm,Vasastan,"Norrbackagatan 27A, 4tr",3,66 ,2898,6450000,5995000,1913
Stockholm,Kungsholmen,Hornsbergs strand 15 B,2,64 ,3200,3995000,4050000,2016
Solna,VästraSkogen,"Armégatan 11B, 5tr",3,78 ,4225,4650000,4195000,2016
Stockholm,Årsta,Skagersvägen 6,2,45 ,3069,2600000,2275000,1944
Stockholm,Telefonplan,Huvudfabriksgatan 8,3,78 ,4576,4800000,4250000,2009
Solna,Frösunda,"Anders Lundströms gata 9, 3 tr",1,42 ,2464,2400000,2295000,2005
Stockholm,JohanneshovGloben,Konstgjutarvägen 4,2,47 ,1508,3200000,2695000,1944
Nacka,Jarlaberg,Diligensvägen 7,2,63 ,4546,2100000,1995000,1989
Nacka,Nacka,"Skarpövägen 1,1 tr",3,81 ,4281,2350000,2095000,1989
Stockholm,HammarbySjöstad,"Lumaparksvägen 1, 4tr",3,75 ,4337,5800000,5295000,2016
Stockholm,Södermalm,"Götgatan 101 A, 3 tr",1,35 ,1535,3090000,2795000,2016
Stockholm,Kungsholmen,"Lindhagensterrassen 9, vån 8",1.5,39 ,1843,3325000,2995000,2009
Stockholm,Olovslund,Gustav III:s väg 80,3,74 ,4279,4000000,3495000,2009
Stockholm,Hägerstensåsen,Förskottsvägen 7,3,56 ,3337,3450000,2495000,1946
Stockholm,Hagsätra,"Hallsbergsgatan 22, 1 tr",4,78 ,4764,2710000,2295000,2014
Sundbyberg,CentralaSundbyberg,Järnvägsgatan 40,1.5,43 ,2514,3000000,2595000,1963
Stockholm,Högalid,"Krukmakargatan 59, högst upp",2,50 ,3101,4900000,3950000,1942
Stockholm,Skarpnäck,"Skarpnäcks Allé 5, 3tr",2,63.5 ,4014,2370000,1895000,1986
Stockholm,Östermalm,"Värtavägen 13, 2 tr.",1,31 ,1812,3050000,2695000,1932
Stockholm,Vasastan,"Vanadisvägen 36, 2,5 tr.",4,134 ,4229,11850000,10995000,1922
Stockholm,HammarbySjöstad,"Korphoppsgatan 20, 5tr",1,39 ,2926,3350000,3350000,2002
Stockholm,Aspudden,Hägerstensvägen 160,2,39.5 ,2337,2860000,2375000,1949
Stockholm,Stockholm,"Fartygsgatan 4, vån 4",2,55.5 ,3733,4100000,3595000,2007
Nacka,Saltängen,Beckasinvägen 39,2,54 ,3554,2450000,2250000,1956
Stockholm,Kista,Helsingörsgatan 50 5tr,3,81 ,4902,2195000,2195000,1979
Stockholm,Bromma,"Bällstavägen 201, 3tr *ACCEPTPRIS*",2,47 ,3358,2250000,2250000,1937
Stockholm,HammarbySjöstad,Jan Inghes Torg 32,3,102 ,5218,10000000,9795000,2011
Stockholm,Vasastan,"Sveavägen 140, 4tr",3,72 ,1800,6700000,6395000,1927
Solna,Arenastaden,"Evenemangsgatan 18, VÅNING 16 AV 21",3,73 ,3265,4430000,3995000,2014
Sundbyberg,Hallonbergen,Bergshöjden 50,1.5,50.5 ,2369,1785000,1695000,1972
Sundbyberg,Ursvik,Ladugårdsgatan 4,2,44 ,2767,2260000,1995000,2017
Stockholm,Södermalm,"Magnus Ladulåsgatan 25, 5 tr",4.5,144 ,6780,10300000,9650000,1987
Sundbyberg,CentralaSundbyberg,Vintergatan 1,3,88 ,4018,5765000,4995000,2016
Stockholm,Södermalm,Hornsgatan 75,3,117 ,4683,10670000,10050000,1910
Nacka,Björknäs,"Ängsbacken 6, med en möjlig uthyrningsdel",5,107.4 ,8061,3600000,2995000,1991
Stockholm,Midsommarkransen,Svandammsvägen 17B,3,98 ,5950,5800000,5295000,2014
Stockholm,Bromma,Beckombergavägen 218,2,63.5 ,3459,2550000,2475000,2014
Stockholm,Bromma,"Broderivägen 13 , 3 tr",2,43 ,2509,2700000,1995000,1945
Stockholm,Bromma,Tranebergsvägen 9,2,48 ,2824,3250000,2895000,1939
Stockholm,Södermalm,Stigbergsgatan 32A,1.5,33 ,1614,3100000,2995000,1939
Stockholm,Aspudden,Sigurd Rings Gata 10,2,54 ,3512,3400000,3095000,1949
Nacka,Saltsjöqvarn,Bageribacken 8,2,77.3 ,3624,4400000,3995000,1999
Stockholm,Enskededalen,Täppgränd 9,3,82 ,3115,3685000,2995000,1982
Stockholm,Mälarhöjden,Västertorpsvägen 162,3,79 ,4296,3650000,2995000,1989
Stockholm,Hässelby,"Astrakangatan 113, 1tr",1,40 ,2948,1700000,1595000,1955
Stockholm,Hagsätra,"Axbergsgränd 19, 3 tr",2,61 ,3574,2140000,2180000,1959
Stockholm,Årsta,Skagersvägen 15,3,58 ,3617,2940000,2495000,1946
Stockholm,Södermalm,Folkungagatan 91/Nytorgsgatan 21,3,77 ,3199,7600000,6495000,1902
Stockholm,Gullmarsplan,Grafikvägen 22,4,78 ,4044,4595000,4700000,1946
Sundbyberg,Sundbybergcentrum,Prästgårdsgatan 2,2,50 ,2291,3625000,3625000,2016
Stockholm,Årsta,Siljansvägen 25,3,56.5 ,3830,3100000,2675000,1945
Stockholm,Årsta,Möckelvägen 34,2,42 ,3281,2500000,2190000,1944
Stockholm,Vasastan,Kammakargatan 19,2,52 ,2631,3850000,3695000,1937
Stockholm,Södermalm,"Beckbrännarbacken 6, 3 tr",3,76 ,4231,8450000,6495000,1928
Stockholm,Årsta,Ymsenvägen 1,3,68 ,2844,4100000,3895000,1948
Sundbyberg,LillaAlby,Stamgårdsparken 4,1,39 ,2996,2195000,2195000,1942
Stockholm,Abrahamsberg,Byggmästarvägen 25,2,40 ,2778,2500000,2500000,1939
Stockholm,Högdalen,Harpsundsvägen 86B,1.5,41 ,2571,2420000,1995000,2013
Stockholm,Årsta,Borensvägen 17,2,55 ,3059,2850000,2375000,1944
Nacka,Ektorp,Edinsvägen 14,4,72.5 ,4355,2875000,2875000,1960
Stockholm,Södermalm,"Sankt Paulsgatan 9, 4 + 5 tr.",5,133 ,8028,9900000,8975000,1991
Sundbyberg,SundbybergJärvastaden,Brotorpsvägen 5,4,100 ,4975,4650000,4695000,2012
Stockholm,Liljeholmskajen,"Årgångsgatan 7, 2tr",3,77 ,4236,4740000,4595000,2016
Solna,Råsunda,Råsundavägen 133A,1,25 ,1523,2200000,1795000,1940
Stockholm,Hägerstensåsen,Sparbanksvägen 77,2,51 ,3410,2850000,2395000,1946
Nacka,Saltsjö,Soldatvägen 16E,1,20 ,1354,1400000,1150000,2017
Sollentuna,Sollentuna,Cymbalvägen 12,2,51 ,3764,1775000,1695000,1987
Stockholm,Vasastan,Valhallavägen 8,4,88 ,1978,6725000,5995000,1969
Stockholm,EnskedeBlåsut,"Skärmarbrinksvägen 38, 3tr",2,57 ,2330,3150000,2750000,1944
Stockholm,Östermalm,"Styrmansgatan 11,  3 tr.",2,59 ,1926,6500000,6500000,1897
Sundbyberg,Sundbyberg,Humblegatan 15,3,75 ,5542,3850000,3495000,1967
Stockholm,Södermalm,"Krukmakargatan 12, 2tr",1.5,44 ,2070,3800000,2995000,1981
Stockholm,Riksby,Spångavägen 15,2,39 ,2162,2510000,1995000,1940
Stockholm,Älvsjö,Götalandsvägen 236,3,79 ,4242,3990000,3695000,2018
Stockholm,Vasastan,Norrbackagatan 24,2,59 ,2395,5350000,4950000,1926
Sundbyberg,Hallonbergen,Bergshöjden 12,2,68.8 ,3191,1950000,1950000,1972
Stockholm,Högdalen,Skebokvarnsvägen 281,3,72 ,3799,2650000,2195000,1956
Solna,Huvudsta,Storgatan 72A,2,62 ,3539,3420000,3195000,2013
Solna,Råsunda,"Råsundavägen 178, vån 7/8",4,97 ,5416,6350000,6350000,2019
Solna,Frösunda,"Brevduvegatan 2, vån 4",1,27.5 ,2101,1950000,1650000,1998
Stockholm,Hammarbyhöjden,Mariestadsvägen 25,3,66 ,4719,3900000,3495000,1998
Stockholm,Norrmalm,Rådmansgatan 46,1,22 ,1455,2500000,2395000,1959
Stockholm,Örby,"Turingevägen 51, 2 tr",2.5,57.5 ,3831,2500000,2275000,1959
Stockholm,Liljeholmskajen,"Vingårdsgatan 7, 3 tr",2,64 ,3938,3950000,3695000,2004
Stockholm,Midsommarkransen,Tellusborgsvägen 41,2,51 ,2384,3000000,2695000,2004
Stockholm,Kungsholmen,Sankt Göransgatan 146,3,77 ,4456,4637000,4695000,1967
Stockholm,Hammarbyhöjden,Per Lindeströms Väg 74,2,42 ,2982,2630000,2095000,1967
Stockholm,Södermalm,Tegelviksgatan 33,3,80.2 ,5071,4700000,4395000,2000
Stockholm,Vasastan,Roslagsgatan 53,1,28 ,1560,2800000,2395000,1929
Stockholm,Stureby,Bäckaskiftsvägen 74,1,18 ,1508,1700000,1495000,1952
Stockholm,Östermalm,Sibyllegatan 52A,2,64 ,2057,6200000,5750000,1893
Stockholm,Vasastan,"Gävlegatan 4, 5,5 tr",3,86 ,3510,8050000,6995000,1929
Stockholm,Fruängen,Fruängsgatan 39,4,127 ,6282,6450000,5295000,2008
Nacka,Kvarnholmen,Kvarngränd 3,3.5,93 ,4325,12100000,12500000,2014
Stockholm,Hornstull,Drakenbergsgatan 8,3,60 ,2494,4150000,4150000,2014
Stockholm,Högdalen,"Skebokvarnsvägen 243, 2 tr",3,75.5 ,3948,2800000,2250000,1955
Stockholm,Aspudden,Schlytersvägen 71,2,58 ,3776,3020000,2395000,1947
Sollentuna,Tureberg,Blåklockevägen 5,3,76 ,4750,2995000,2995000,2016
Stockholm,Vällingby,"Kirunagatan 23A, Vån 1",3,65 ,5042,2150000,1995000,2005
Nacka,Saltsjöqvarn,Sjökvarnsbacken 4,1.5,43 ,2944,2625000,2495000,2005
Stockholm,Katarina,Råggatan 10,2,43 ,2495,3400000,3150000,1938
Stockholm,Hässelby,"Hundlokegränd 30, Vån 2",2,54 ,3343,2170000,1895000,2017
Stockholm,Blackeberg,Elias Lönnrots Väg 3,2.5,59 ,3329,2400000,2095000,1952
Sollentuna,Edsberg,Kruthornsvägen 3B,3,66 ,3489,2100000,2195000,1963
Stockholm,NorraDjurgårdsstaden,"Storängsgatan 1, 2 tr",2,54 ,3213,4125000,4250000,2014
Stockholm,NorraÄngby,"Björketorpsvägen 9, 3tr - ACCEPTERAT PRIS",3,76 ,4190,3300000,3300000,2009
Stockholm,Sätra,Kungssätravägen 18,3,60.5 ,3843,2490000,2490000,2014
Stockholm,Kungsholmen,Disponentgatan 6,3,68 ,3810,5150000,4495000,1932
Stockholm,Kungsholmen,"Vänskapsvägen 53, 2 tr",2,50 ,3395,3700000,2995000,1944
Solna,Huvudsta,"Jungfrudansen 34, vån 4",2,60.5 ,3383,3410000,3195000,1971
Stockholm,Bagarmossen,"Svartågatan 65, 2tr",1,42 ,3088,2410000,1850000,1954
Nacka,Ekudden,Ekuddsvägen 25,3,77.5 ,4526,4250000,3995000,1966
Nacka,Saltsjö,Hedenströms väg 11,2,46 ,2725,2595000,2595000,2017
Stockholm,Akalla,Mariehamnsgatan 14 2 tr ,2,65 ,3984,1750000,1695000,1978
Stockholm,Kungsholmen,"John Bergs plan 7, 2 tr",2,38 ,2760,3380000,2995000,1937
Solna,Huvudsta,Infanterigatan 17,4,100.5 ,4356,4250000,4150000,1962
Stockholm,Vasastan,"Upplandsgatan 34, 5tr",3,84 ,3624,7250000,6995000,1974
Solna,Järvastaden,Järva skjutbaneväg 58 ,3,80 ,3449,4300000,3795000,2011
Stockholm,Annedal,Suddagummans Gata 12,1,32 ,2665,2230000,1995000,2013
Stockholm,Fruängen,Fruängstorget 9,1,32 ,1801,2220000,1795000,2012
Stockholm,Kistagård,"Skagafjordsgatan 13, 6 tr",3,67 ,3130,2540000,2600000,2010
Stockholm,Kungsholmen,"Kellgrensgatan 16, vån 7/7",3,81 ,4016,5700000,5750000,2011
Solna,SolnaCentrum,"Klippgatan 16C, 1tr",2,57.5 ,2982,3050000,3050000,1965
Stockholm,Sätra,Hållsätrabacken 34,3,75 ,4894,2600000,2495000,1966
Stockholm,Midsommarkransen,"Radiusbacken 6, vån 4",2,55 ,3143,3600000,2995000,2011
Stockholm,Älvsjö,Gamla Huddingevägen 453,2,50 ,2896,2450000,2195000,1945
Stockholm,Västertorp,Västertorpsvägen 80,2,69 ,3867,2600000,2550000,1995
Stockholm,Midsommarkransen,Cedergrensvägen 45,2,51 ,2981,3275000,2850000,1939
Sollentuna,Silverdal,Margreteborgsvägen 28,3,68 ,3963,3400000,3195000,2013
Nacka,Stensö,Oxelvägen 37,4,91 ,5861,2120000,1995000,1967
Stockholm,LillaEssingen,Luxgatan 27,2,47 ,3080,3695000,3695000,2007
Stockholm,Kungsholmen,"Garvar Lundins Gränd 7, vån 4",3,64.5 ,1594,6820000,5795000,1927
Stockholm,Vällingby,Vittangigatan 10,2,58 ,3526,2110000,1995000,1953
Stockholm,Östermalm,Östermalmsgatan 42A,2,47 ,1764,5400000,5000000,1903
Stockholm,Södermalm,Södermannagatan 10,2,39 ,2217,3850000,3295000,1930
Stockholm,Östermalm,Grev Turegatan 25,2,46 ,2757,4550000,4595000,1937
Stockholm,SpångaSolhem,Salagatan 21,2,50.5 ,3844,2020000,1890000,2003
Stockholm,Traneberg,Sulitelmavägen 23,3,80 ,4362,5950000,4995000,1938
Stockholm,Vasastan,"Frejgatan 20, 5tr",2,48 ,2229,4875000,4195000,1940
Stockholm,Vasastan,"Observatoriegatan 7A, gårdshus",3,70 ,2293,9700000,8495000,1897
Stockholm,SpångaSolhem,Salagatan 20,2,57 ,3772,2330000,1990000,2008
Solna,SolnaC,"Centrumslingan 51, 6tr",3,78 ,3988,4360000,3995000,1991
Stockholm,Vasastan,"Sveavägen 139, 5 tr",2,37 ,2052,3220000,2950000,1927
Sundbyberg,Sundbybergcentrum,"Vintergatan 1, 4tr",2,46 ,2276,3350000,2995000,2017
Stockholm,Södermalm,Högalidsgatan 52A,1,34 ,2212,2950000,2550000,1911
Stockholm,Kungsholmen,Frödingsvägen 9,2,39.5 ,2260,3400000,2995000,1931
Sundbyberg,Storskogen,Stenbrottsgatan 1,3,73 ,4258,4050000,3790000,1950
Stockholm,Bromma,Gustavslundsvägen 155 A,3,76 ,4450,5350000,4995000,2014
Solna,Ritorp,Enköpingsvägen 19C,2,54.6 ,2639,2630000,1995000,1954
Stockholm,Johanneshov,Arkadvägen 6,1.5,35 ,2581,2470000,2150000,1942
Stockholm,Bromma,Kamomillagatan 17,3,71 ,3106,3725000,3395000,2014
Stockholm,Södermalm,"Färgargårdstorget 10, 4 tr",3,72.5 ,3228,5420000,4850000,1981
Solna,Frösunda,Gustav III:s Boulevard 86,3,84 ,4294,4400000,4400000,2011
Stockholm,Årsta,"Bränningevägen 44, 2 tr",3,76 ,5326,4200000,3175000,1951
Solna,Järvastaden,"Fridensborgsvägen 143, 2 tr",3,76 ,4198,4180000,3795000,2016
Solna,Bergshamra,Carl Malmstens Väg 4,3,81.1 ,3758,4100000,3795000,1985
Stockholm,Bromma,Tomtebobarnens Gata 5,2.5,64.5 ,3371,3425000,2995000,2015
Stockholm,Stockholm,Eldsbergagränd 7,3,83 ,5163,2250000,2300000,1960
Stockholm,Gröndal,Ormbergsvägen 9,3,70 ,3959,5710000,4995000,1947
Stockholm,Södermalm,Folkungagatan 142,2,39 ,1372,3210000,2875000,1915
Stockholm,Vasastan,"Upplandsgatan 54E, 3 tr",3,78 ,3276,9500000,7450000,1905
Stockholm,Hammarbyhöjden,Olaus Magnus Väg 19,2,43 ,3056,2790000,2295000,1936
Stockholm,Bromma,"Ödmårdsvägen 18, 3tr",2,60 ,2147,3400000,3095000,1938
Stockholm,HammarbySjöstad,Hammarby allé 173,2,41 ,1647,3150000,2995000,2003
Solna,Råsunda,Södra Långgatan 33,2,58.5 ,3087,3000000,2695000,1947
Stockholm,Kungsholmen,"Ernst Ahlgrens Väg 3, 2tr",2,43 ,2416,3700000,3295000,1931
Nacka,Nacka,Gillevägen 3,3,70.5 ,3733,3495000,3495000,1955
Stockholm,Södermalm,"Vintertullstorget 28, 3tr",4,107 ,6020,7850000,6495000,1983
